WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Between_Zone,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..Gals.,EUR_o..Mstb.,Length,NStages,TotalFluid_Comp,Total_Proppant,Nrecords
955,1598,E,APACHE CORPORATION,REAGAN,37825,2003,31.43175,-101.63797,8266,40,40,WFMP,SPBR_U --> WFMP,1.0,1,0.0,0.0,149834.0,0.0,290560.0,149834.0,44.39708554,2650,2,1250308.0,1360258.0,4
350,566,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37826,2003,31.7199,-102.0585,10510,40,40,WFMP,SPBR_U --> WFMP,5.0,9,0.0,10000.0,324328.0,0.0,277400.0,334328.0,40.888000000000005,2316,5,333255.0,259800.0,10
333,540,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37832,2003,31.789640000000002,-102.17907,11000,80,80,WFMP,SPBR_U --> WFMP,1.0,1,367584.0,0.0,0.0,0.0,392150.0,367584.0,55.27195048,3607,6,2239400.0,1350000.0,12
327,530,A,MIDLAND ENERGY INCORPORATED,MIDLAND,37833,2003,31.79229,-102.02351,10900,40,160,WFMP,CLFK --> WFMP,1.0,2,0.0,6500.0,149000.0,0.0,39200.0,155500.0,37.467,4015,6,2308100.0,1350000.0,12
332,538,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37836,2003,31.80377,-101.95493,10500,40,160,WFMP,SPBR_U --> WFMP,4.0,8,0.0,5500.0,285726.0,0.0,507220.0,291226.0,25.85262153,3809,6,2289000.0,1350000.0,12
357,579,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37838,2003,31.794,-102.0149,10515,80,80,WFMP,SPBR_L --> WFMP,4.0,7,0.0,9000.0,283313.0,0.0,170985.0,292313.0,20.971999999999998,1680,3,200384.0,312520.0,7
947,1583,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,37838,2003,31.618640000000003,-101.64783,8345,160,40,WFMP,SPBR_U --> WFMP,3.0,6,0.0,5000.0,187976.0,0.0,472920.0,192976.0,42.688,3102,4,1189719.0,1376123.0,8
949,1586,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,37838,2003,31.637240000000002,-101.63155,8430,160,40,WFMP,SPBR_U --> WFMP,3.0,6,0.0,5000.0,140309.0,0.0,471410.0,145309.0,23.428,3406,5,1407711.0,1528015.0,10
958,1604,E,APACHE CORPORATION,REAGAN,37839,2003,31.528990000000004,-101.6904,8310,20,40,SPBR_L,CLFK --> SPBR_L,1.0,1,0.0,0.0,134832.0,0.0,290680.0,134832.0,36.78123071,2858,10,682934.0,947440.0,20
353,569,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37839,2003,31.6681,-102.0372,10502,160,80,WFMP,SPBR_U --> WFMP,5.0,10,0.0,11000.0,315264.0,0.0,261469.0,326264.0,46.21327329,1954,4,271671.0,157807.0,8
330,536,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37847,2003,31.801190000000002,-101.94986,10500,80,80,WFMP,SPBR_L --> WFMP,5.0,11,0.0,12500.0,357288.0,0.0,462698.0,369788.0,26.49440013,2785,10,972000.0,704876.0,10
954,1597,E,APACHE CORPORATION,REAGAN,37847,2003,31.42677,-101.64079,8295,40,20,WFMP,SPBR_U --> WFMP,1.0,1,0.0,0.0,153212.0,0.0,290310.0,153212.0,40.66573967,2573,4,1492926.0,1390207.0,8
329,534,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37848,2003,31.7735,-102.15182,11000,40,40,WFMP,CLFK --> WFMP,1.0,1,358260.0,0.0,0.0,0.0,308600.0,358260.0,74.07600000000001,2962,1,966462.0,1182000.0,2
10,22,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,37851,2003,31.712590000000002,-101.71632,8635,40,40,WFMP,CLFK --> WFMP,3.0,6,0.0,5000.0,183309.0,0.0,471030.0,188309.0,55.65707668,1665,3,200787.0,471570.0,8
321,518,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37852,2003,31.72485,-101.84168000000001,8900,160,40,WFMP,CLFK --> WFMP,3.0,6,0.0,5500.0,205128.0,0.0,472170.0,210628.0,42.128,2870,1,1371391.0,1012000.0,2
8,16,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,37852,2003,31.71988,-101.71455999999999,8640,80,20,WFMP,SPBR_U --> WFMP,3.0,7,0.0,5000.0,198529.0,0.0,471910.0,203529.0,37.97570526,1589,3,198225.0,470630.0,8
346,561,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37855,2003,31.734029999999997,-101.96426,10510,80,160,WFMP,SPBR_U --> WFMP,4.0,10,285928.0,10000.0,0.0,0.0,304342.0,295928.0,41.71257753,2264,4,272650.0,247891.0,7
362,592,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,37857,2003,31.76463,-102.07768,10120,80,80,WFMP,SPBR_U --> WFMP,2.0,2,0.0,0.0,360925.0,0.0,84000.0,360925.0,54.508,1405,1,131000.0,214000.0,2
1364,2264,B,PIONEER NATURAL RESOURCES USA INC,UPTON,37859,2003,31.55915,-101.95213000000001,9305,80,40,WFMP,SPBR_U --> WFMP,3.0,8,0.0,5000.0,194292.0,0.0,470870.0,199292.0,29.3341376,1559,4,237090.0,512957.0,8
1365,2265,B,PIONEER NATURAL RESOURCES USA INC,UPTON,37859,2003,31.555559999999996,-101.95141,9520,160,40,WFMP,SPBR_U --> WFMP,3.0,6,0.0,5000.0,197954.0,0.0,469940.0,202954.0,46.25148171,1557,4,230832.0,533560.0,8
959,1605,E,APACHE CORPORATION,REAGAN,37864,2003,31.43354,-101.66084000000001,8184,40,40,WFMP,CLFK --> WFMP,1.0,1,0.0,0.0,90365.0,0.0,135000.0,90365.0,11.52,2440,9,1105328.0,867023.0,18
368,600,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37869,2003,31.7056,-102.1026,10527,80,80,STRAWN,SPBR_U --> STRAWN,5.0,10,319795.0,11000.0,0.0,0.0,283000.0,330795.0,45.38,1580,3,207444.0,470900.0,7
292,474,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37872,2003,31.683670000000003,-102.08208,10520,80,80,WFMP,SPBR_U --> WFMP,5.0,10,322255.0,11000.0,0.0,0.0,259800.0,333255.0,48.24447828,3439,5,1353223.0,1457202.0,10
960,1607,E,APACHE CORPORATION,REAGAN,37875,2003,31.458070000000003,-101.61981999999999,8208,40,40,WFMP,CLFK --> WFMP,1.0,1,0.0,0.0,90365.0,0.0,135000.0,90365.0,17.30257449,2365,1,1573208.0,891005.0,2
961,1608,E,APACHE CORPORATION,REAGAN,37875,2003,31.46217,-101.6522,8200,40,40,WFMP,CLFK --> WFMP,1.0,1,0.0,0.0,90365.0,0.0,135000.0,90365.0,44.38544029,1425,1,1099182.0,559500.0,1
331,537,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37879,2003,31.802,-101.96354000000001,10505,40,40,WFMP,SPBR_L --> WFMP,5.0,10,0.0,12500.0,367542.0,0.0,390120.0,380042.0,15.96090849,3493,3,1370086.0,1316647.0,6
335,543,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37880,2003,31.809540000000002,-102.04656,10950,40,40,WFMP,CLFK --> WFMP,1.0,1,361830.0,0.0,0.0,0.0,379760.0,361830.0,49.61751604,2405,1,1067094.0,868069.0,1
366,596,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37881,2003,31.727390000000003,-101.86284,9050,160,40,WFMP,CLFK --> WFMP,3.0,8,0.0,5000.0,192045.0,0.0,470600.0,197045.0,23.092,1938,4,341483.0,199940.0,4
360,586,E,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37881,2003,31.694679999999998,-101.79111,8750,80,40,WFMP,SPBR_L --> WFMP,2.0,5,0.0,3500.0,138905.0,0.0,335480.0,142405.0,25.848000000000003,2564,1,324198.0,280000.0,1
1366,2266,B,PIONEER NATURAL RESOURCES USA INC,UPTON,37881,2003,31.5609,-101.94454,9313,80,80,WFMP,SPBR_U --> WFMP,3.0,8,0.0,5000.0,195342.0,0.0,471980.0,200342.0,27.11062516,1561,4,225372.0,531380.0,8
361,587,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37881,2003,31.7097,-101.79151,8750,40,20,WFMP,SPBR_L --> WFMP,2.0,4,0.0,3500.0,126706.0,0.0,335540.0,130206.0,27.84973229,1776,1,197232.0,257320.0,1
347,562,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37884,2003,31.82287,-101.96955,10590,40,80,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,277922.0,0.0,370520.0,287922.0,19.84023768,1932,4,293156.0,172588.0,8
356,575,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37887,2003,31.8106,-102.025,10500,80,80,WFMP,SPBR_L --> WFMP,3.0,5,213950.0,6000.0,0.0,0.0,153760.0,219950.0,51.75635454,1657,4,198006.0,472470.0,7
348,563,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37887,2003,31.81317,-101.96294,10500,40,160,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,297146.0,0.0,371530.0,307146.0,32.21359276,2639,4,283818.0,210542.0,8
369,602,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37887,2003,31.6922,-102.0627,10525,40,80,WFMP,SPBR_L --> WFMP,4.0,8,280455.0,10000.0,0.0,0.0,143500.0,290455.0,69.42841429999999,2548,5,330964.0,274296.0,10
365,595,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37889,2003,31.7926,-101.9875,10520,80,80,WFMP,SPBR_L --> WFMP,4.0,7,279726.0,9000.0,0.0,0.0,158412.0,288726.0,62.18847305,2399,1,304080.0,403560.0,1
940,1574,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,37889,2003,31.574559999999998,-101.7398,8630,80,20,SPBR_L,CLFK --> SPBR_L,3.0,8,0.0,5000.0,201138.0,0.0,471640.0,206138.0,25.01447869,2804,4,1335326.0,1337138.0,7
1367,2267,B,PIONEER NATURAL RESOURCES USA INC,UPTON,37889,2003,31.584190000000003,-101.96039,9240,80,40,WFMP,SPBR_U --> WFMP,3.0,6,0.0,5000.0,191057.0,0.0,470700.0,196057.0,28.8424161,3592,10,1137738.0,965980.0,20
939,1573,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,37889,2003,31.585990000000002,-101.73897,8620,160,40,WFMP,CLFK --> WFMP,3.0,7,0.0,4000.0,193649.0,0.0,472280.0,197649.0,24.501904999999997,2300,11,858000.0,609809.0,22
364,594,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37893,2003,31.8296,-101.9903,10520,160,80,WFMP,SPBR_L --> WFMP,4.0,8,278672.0,10000.0,0.0,0.0,168000.0,288672.0,29.28650586,2390,1,3044034.0,525460.0,1
323,525,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37893,2003,31.82537,-102.04341,11500,80,80,WFMP,SPBR_L --> WFMP,1.0,1,371028.0,0.0,0.0,0.0,444980.0,371028.0,62.931999999999995,4033,6,2308100.0,1350000.0,12
351,567,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37893,2003,31.828459999999996,-102.03078000000001,10900,40,40,WFMP,SPBR_L --> WFMP,1.0,2,334026.0,4000.0,0.0,0.0,277480.0,338026.0,69.06138557,1739,3,239057.0,159000.0,6
11,23,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,37893,2003,31.71139,-101.70645,8605,160,20,WFMP,CLFK --> WFMP,3.0,8,0.0,5000.0,189252.0,0.0,471100.0,194252.0,40.04565233,2668,1,317478.0,384990.0,1
12,25,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,37893,2003,31.709020000000002,-101.71715,8650,40,40,WFMP,CLFK --> WFMP,3.0,8,0.0,5000.0,195787.0,0.0,471570.0,200787.0,54.56512178,2411,5,357142.0,508130.0,9
340,553,A,MIDLAND ENERGY INCORPORATED,MIDLAND,37894,2003,31.80578,-101.99703000000001,11300,40,20,WFMP,SPBR_U --> WFMP,1.0,2,0.0,25000.0,177000.0,0.0,461000.0,202000.0,36.564,3551,11,1059962.0,835920.0,12
962,1609,E,APACHE CORPORATION,REAGAN,37896,2003,31.45611,-101.65859,8200,40,40,WFMP,SPBR_U --> WFMP,1.0,1,0.0,0.0,90365.0,0.0,135000.0,90365.0,39.324,2955,1,1444800.0,896000.0,1
956,1599,E,APACHE CORPORATION,REAGAN,37896,2003,31.424590000000002,-101.64939,8200,40,40,WFMP,SPBR_U --> WFMP,1.0,1,0.0,0.0,90365.0,0.0,135000.0,90365.0,49.95212264,2714,2,1117776.0,1289977.0,4
355,574,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37896,2003,31.8018,-102.0306,10500,80,40,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,279934.0,0.0,171340.0,289934.0,37.596,1657,3,214595.0,471480.0,7
367,599,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37899,2003,31.7789,-102.0822,10525,40,80,WFMP,SPBR_L --> WFMP,4.0,8,276301.0,10000.0,0.0,0.0,173000.0,286301.0,29.355999999999998,1671,3,205114.0,1862162.0,6
358,580,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37900,2003,31.7721,-101.9955,10535,80,160,WFMP,SPBR_L --> WFMP,4.0,8,276740.0,10000.0,0.0,0.0,168000.0,286740.0,29.064,1607,3,213110.0,471640.0,8
349,564,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37901,2003,31.7533,-101.94766,10500,40,80,WFMP,SPBR_L --> WFMP,3.0,6,0.0,6500.0,222189.0,0.0,352910.0,228689.0,19.83325601,2462,5,356635.0,301870.0,9
336,545,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37904,2003,31.75528,-101.93938,10500,40,160,WFMP,SPBR_L --> WFMP,4.0,8,0.0,9500.0,291178.0,0.0,219633.0,300678.0,18.94660235,2961,10,1297362.0,1172640.0,20
359,581,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37906,2003,31.765320000000003,-101.99273000000001,10520,40,80,WFMP,SPBR_L --> WFMP,4.0,8,280388.0,10000.0,0.0,0.0,165500.0,290388.0,87.43651256,1622,3,203072.0,467510.0,6
363,593,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37908,2003,31.8153,-101.78963,8598,Over 160,40,WFMP,SPBR_U --> WFMP,3.0,6,0.0,5000.0,194720.0,0.0,469510.0,199720.0,28.99923783,1842,4,342682.0,194524.0,4
341,554,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37910,2003,31.75038,-101.94247,10500,80,160,WFMP,SPBR_L --> WFMP,5.0,10,0.0,12500.0,349356.0,0.0,388890.0,361856.0,29.12342212,1768,5,661742.0,604500.0,5
342,555,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37915,2003,31.746109999999998,-101.94532,10500,80,80,WFMP,SPBR_L --> WFMP,3.0,6,0.0,6500.0,215019.0,0.0,350557.0,221519.0,24.11090636,2656,1,1388688.0,1276000.0,1
376,615,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37915,2003,31.8118,-102.10161,10200,80,80,WFMP,CLFK --> WFMP,4.0,8,0.0,5500.0,182000.0,0.0,313000.0,187500.0,102.9154604,1570,3,207884.0,474840.0,7
370,603,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37917,2003,31.8118,-102.0022,10530,160,80,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,278705.0,0.0,171000.0,288705.0,35.94017441,2682,4,336979.0,305404.0,5
338,551,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37919,2003,31.85797,-101.95071999999999,10750,80,20,WFMP,SPBR_L --> WFMP,1.0,1,219786.0,0.0,0.0,0.0,241000.0,219786.0,56.57014461,2342,1,1224342.0,908407.0,1
343,556,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37921,2003,31.74802,-101.93701,10590,80,40,WFMP,SPBR_L --> WFMP,4.0,8,0.0,9500.0,294071.0,0.0,370431.0,303571.0,15.892999999999999,2694,1,421008.0,401920.0,1
337,550,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37927,2003,31.87185,-101.95495,10800,40,Sub 20,WFMP,SPBR_L --> WFMP,1.0,1,270816.0,0.0,0.0,0.0,413830.0,270816.0,63.68472659,2522,1,1298136.0,979646.0,1
334,541,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37933,2003,31.80695,-102.04137,11000,40,40,WFMP,SPBR_L --> WFMP,1.0,1,0.0,0.0,320628.0,0.0,284200.0,320628.0,51.36853882,3561,6,2308300.0,1350000.0,12
372,608,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37935,2003,31.757109999999997,-101.86726999999999,9050,80,40,WFMP,SPBR_U --> WFMP,3.0,8,0.0,5000.0,188723.0,0.0,450350.0,193723.0,60.88727674,1562,3,181026.0,473100.0,8
354,571,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37935,2003,31.7787,-101.93778,10500,40,80,WFMP,SPBR_L --> WFMP,5.0,10,0.0,12500.0,388974.0,0.0,387340.0,401474.0,49.79286603,2323,4,255368.0,226480.0,7
294,478,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37936,2003,31.8181,-101.9911,10515,80,80,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,284361.0,0.0,171000.0,294361.0,38.64026668,3736,5,1380632.0,1508559.0,10
373,611,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37937,2003,31.6768,-102.0799,10525,80,80,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,281951.0,0.0,164423.0,291951.0,48.20399999999999,2702,4,304615.0,242795.0,7
377,616,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37950,2003,31.743779999999997,-101.97116,10520,40,80,WFMP,SPBR_U --> WFMP,5.0,10,0.0,12500.0,368534.0,0.0,388286.0,381034.0,46.92,2469,1,310926.0,301550.0,1
384,627,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37959,2003,31.6806,-102.0678,10525,80,40,WFMP,SPBR_L --> WFMP,4.0,8,0.0,7300.0,277449.0,0.0,174500.0,284749.0,34.74,2239,5,401738.0,389323.0,9
374,612,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37960,2003,31.6743,-102.0746,10515,80,80,WFMP,SPBR_L --> WFMP,4.0,8,268411.0,10000.0,0.0,0.0,155000.0,278411.0,39.228,1615,3,199892.0,472730.0,6
928,1555,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,37963,2003,31.46657,-101.73258,9315,80,20,WFMP,SPBR_U --> WFMP,5.0,10,0.0,11000.0,337454.0,0.0,508120.0,348454.0,23.639,2454,1,159600.0,122000.0,1
964,1612,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,37963,2003,31.59617,-101.59249,8180,160,20,WFMP,SPBR_U --> WFMP,3.0,6,0.0,5000.0,190096.0,0.0,470460.0,195096.0,39.388000000000005,2990,1,1274532.0,791000.0,1
927,1554,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,37964,2003,31.59362,-101.76857,8700,Over 160,40,WFMP,CLFK --> WFMP,3.0,8,0.0,5000.0,207020.0,0.0,454404.0,212020.0,21.976,3127,4,1375652.0,1506739.0,8
392,642,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,37965,2003,31.77689,-102.04097,10125,80,80,WFMP,SPBR_U --> WFMP,2.0,4,0.0,8000.0,507000.0,0.0,264000.0,515000.0,47.144,1639,1,270816.0,413830.0,1
965,1613,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,37972,2003,31.56325,-101.65698,8355,80,40,WFMP,CLFK --> WFMP,3.0,6,0.0,5000.0,186715.0,0.0,470290.0,191715.0,24.1,3065,1,1278690.0,801000.0,1
379,618,B,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37973,2003,31.73105,-101.94476,10502,160,40,WFMP,SPBR_L --> WFMP,4.0,8,0.0,9500.0,281505.0,0.0,372160.0,291005.0,36.512,2010,4,278650.0,488719.0,9
388,635,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37978,2003,31.6715,-101.9753,10520,20,40,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,271890.0,0.0,161048.0,281890.0,59.83319228,2288,1,361830.0,379760.0,1
396,648,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37982,2003,31.715970000000002,-102.07502,10525,80,160,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,277662.0,0.0,144000.0,287662.0,34.60778643,2165,4,303571.0,370431.0,8
375,613,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37984,2003,31.6813,-102.0769,10500,40,80,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,274821.0,0.0,159500.0,284821.0,51.4008322,1961,2,474550.0,243000.0,4
378,617,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37984,2003,31.761999999999997,-101.9903,10500,40,80,WFMP,SPBR_L --> WFMP,4.0,8,0.0,9500.0,299893.0,0.0,367600.0,309393.0,56.28002967,2110,1,371028.0,444980.0,1
380,619,B,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37984,2003,31.73682,-101.94974,10520,40,40,WFMP,SPBR_U --> WFMP,4.0,8,0.0,9500.0,279774.0,0.0,372173.0,289274.0,27.604,2909,1,317940.0,386540.0,1
385,630,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37986,2003,31.8236,-102.0512,10503,160,80,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,255364.0,0.0,170000.0,265364.0,23.48530212,2534,4,291226.0,507220.0,8
386,633,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37993,2004,31.6752,-102.0392,10525,160,80,WFMP,SPBR_U --> WFMP,4.0,8,0.0,10000.0,270233.0,0.0,169528.0,280233.0,41.11600000000001,1644,1,320628.0,284200.0,1
383,626,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38006,2004,31.7354,-101.9914,10515,40,80,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,274131.0,0.0,173000.0,284131.0,31.67528813,2411,1,358260.0,308600.0,1
387,634,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38006,2004,31.6662,-102.0454,10525,160,80,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,278112.0,0.0,166000.0,288112.0,34.972,2268,1,96894.0,295360.0,2
402,655,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38009,2004,31.693,-102.0273,10515,160,80,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,285605.0,0.0,170320.0,295605.0,43.268,1869,4,307146.0,371530.0,8
13,26,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,38010,2004,31.7163,-101.52017,10550,160,20,WFMP,SPBR_U --> WFMP,1.0,1,0.0,0.0,317478.0,0.0,384990.0,317478.0,38.49591628,1678,3,199502.0,471730.0,6
391,641,A,LEGACY RESERVES OPERATING LP,MIDLAND,38015,2004,31.681729999999998,-102.17021,10145,80,40,WFMP,SPBR_U --> WFMP,1.0,2,0.0,15876.0,371700.0,0.0,653345.0,387576.0,57.53915632,1895,4,279005.0,154472.0,8
2,5,D,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,38022,2004,31.954009999999997,-101.74911,10500,20,80,WFMP,CLFK --> WFMP,1.0,1,334900.0,0.0,0.0,0.0,553020.0,334900.0,51.856,1625,3,220670.0,471710.0,8
394,646,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38025,2004,31.775340000000003,-102.20545,10750,80,Over 160,WFMP,SPBR_L --> WFMP,1.0,1,0.0,0.0,300510.0,0.0,200690.0,300510.0,60.292,2169,5,361856.0,388890.0,10
371,605,A,MIDLAND ENERGY INCORPORATED,MIDLAND,38029,2004,31.80228,-101.99589,11100,40,40,WFMP,SPBR_L --> WFMP,1.0,2,0.0,14000.0,72000.0,0.0,250000.0,86000.0,46.744,3000,6,400910.0,535133.0,14
403,656,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38038,2004,31.7036,-101.9818,12510,40,160,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,287570.0,0.0,184096.0,297570.0,31.92805746,1720,3,228689.0,352910.0,6
417,673,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38042,2004,31.6878,-101.9675,10497,80,Sub 20,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,280146.0,0.0,149500.0,290146.0,28.392,2053,4,286740.0,168000.0,8
381,621,A,MIDLAND ENERGY INCORPORATED,MIDLAND,38047,2004,31.7743,-101.98676,11000,80,80,WFMP,SPBR_L --> WFMP,1.0,2,0.0,9000.0,83000.0,0.0,291000.0,92000.0,36.296,2080,4,273917.0,489980.0,9
409,664,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38056,2004,31.6859,-101.9759,10528,80,80,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,287292.0,0.0,191000.0,297292.0,24.8743132,2492,1,341250.0,320090.0,1
395,647,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38065,2004,31.735870000000002,-102.05481999999999,10500,80,80,WFMP,SPBR_U --> WFMP,4.0,7,0.0,9000.0,281277.0,0.0,171260.0,290277.0,50.42609975,1619,3,221519.0,350557.0,6
404,657,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38068,2004,31.76988,-101.85904000000001,9095,160,40,WFMP,SPBR_U --> WFMP,3.0,6,0.0,5000.0,198190.0,0.0,471380.0,203190.0,52.85194007,2554,1,350700.0,358620.0,1
410,665,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38070,2004,31.6916,-101.9886,10515,160,80,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,258005.0,0.0,163000.0,268005.0,158.02,2034,1,326970.0,290820.0,1
420,678,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38072,2004,31.8175,-101.9773,10529,80,20,WFMP,SPBR_L --> WFMP,4.0,8,0.0,10000.0,278534.0,0.0,175000.0,288534.0,23.763,1582,3,195759.0,474500.0,6
406,659,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38072,2004,31.775140000000004,-101.85229,9050,40,40,WFMP,SPBR_U --> WFMP,3.0,6,0.0,5000.0,200303.0,0.0,471910.0,205303.0,80.32913438,1883,1,338026.0,277480.0,2
405,658,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38072,2004,31.77164,-101.85117,9060,40,40,WFMP,SPBR_U --> WFMP,3.0,6,0.0,5000.0,200238.0,0.0,475120.0,205238.0,46.312,2491,5,334328.0,277400.0,9
